student_id,origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S37047,UK,Germany,Hannover,Leibniz University Hannover,Psychology,Medicine,2018,No,Higher Ranking,2020,Placed,Coca-Cola,42938,3.68,J1,PSW,TOEFL,8.64
S37048,USA,Ireland,Waterford,Waterford Institute of Technology,Economics,Computer Science,2021,Yes,Job Opportunities,2024,Placed,Tesla,36716,3.6,Schengen Student Visa,OPT,IELTS,2.34
S37049,Finland,Germany,Munich,Ludwig Maximilian University of Munich,Political Science,Engineering,2015,No,Quality of Life,2021,Placed,Volkswagen,148129,3.33,F1,PSW,TOEFL,4.01
S37050,UK,Canada,Toronto,University of Toronto,Electrical Engineering,Business,2017,No,Quality of Life,2019,Placed,Intel,97905,3.23,Study Permit,Post-Study Visa,Duolingo,4.64
S37051,UAE,Russia,Yekaterinburg,Ural Federal University,Medicine,Computer Science,2023,Yes,Job Opportunities,2025,Placed,Coca-Cola,132252,3.79,Study Permit,PSW,TOEFL,9.98
S37052,India,USA,Washington,The George Washington University,Mechanical Engineering,Business,2022,Yes,Higher Ranking,2025,Placed,Nvidia,58186,3.1,Student Visa,OPT,IELTS,4.07
S37053,India,Germany,Munich,Technical University of Munich,Civil Engineering,Arts,2022,Yes,Political Stability,2025,Placed,Amazon,31653,3.06,Schengen Student Visa,Post-Study Visa,Duolingo,4.61
S37054,South Africa,Ireland,Waterford,Waterford Institute of Technology,Business Administration,Arts,2023,No,Quality of Life,2025,Placed,Amazon,110799,2.58,Study Permit,OPT,IELTS,5.6
S37055,UAE,Finland,Jyväskylä,University of Jyväskylä,Psychology,Medicine,2016,Yes,Scholarship,2018,Placed,Alphabet (Google),141954,2.24,J1,OPT,PTE,5.36
S37056,UAE,UK,Glasgow,University of Glasgow,Economics,Engineering,2020,No,Quality of Life,2024,Placed,Samsung,126973,3.93,Tier 4,Post-Study Visa,TOEFL,3.64
S37057,Germany,Ireland,Galway,National University of Ireland Galway,Medicine,Business,2015,Yes,Scholarship,2017,Placed,Walmart,130414,2.57,F1,PSW,GRE,2.16
S37058,UAE,Canada,Toronto,University of Toronto,Political Science,Natural Sciences,2020,No,Political Stability,2025,Placed,Berkshire Hathaway,72035,3.85,F1,PSW,IELTS,6.05
S37059,Russia,Germany,Essen,University of Duisburg-Essen,Civil Engineering,Medicine,2016,Yes,Scholarship,2021,Placed,Nestle,91055,3.84,Student Visa,Work Permit,TOEFL,8.36
S37060,Russia,UAE,Dubai,University of Dubai,Architecture,Medicine,2017,No,Political Stability,2019,Placed,Intel,76017,2.86,Student Visa,OPT,TOEFL,3.3
S37061,USA,UAE,Ras Al Khaimah,American University of Ras Al Khaimah,Medicine,Business,2018,Yes,Higher Ranking,2024,Placed,Volkswagen,145780,3.56,F1,Work Permit,GRE,4.18
S37062,Russia,Russia,Kazan,Kazan Federal University,Mechanical Engineering,Law,2018,Yes,Job Opportunities,2022,Placed,UnitedHealth Group,116735,3.29,Study Permit,PSW,GRE,5.27
S37063,Russia,South Africa,Pretoria,University of Pretoria,Finance,Medicine,2020,Yes,Quality of Life,2022,Placed,Coca-Cola,58986,4.0,Student Visa,Work Permit,PTE,8.71
S37064,USA,India,Jaipur,Malaviya National Institute of Technology,Design,Medicine,2015,Yes,Quality of Life,2019,Placed,Microsoft,85190,3.9,Study Permit,Work Permit,Duolingo,4.08
S37065,UK,Canada,Toronto,University of Toronto,Biotechnology,Social Sciences,2018,Yes,Higher Ranking,2022,Placed,Apple,57043,3.31,Student Visa,PSW,TOEFL,2.32
S37066,Ireland,UAE,Umm Al Quwain,British University in Dubai,Civil Engineering,Law,2016,No,Job Opportunities,2021,Placed,ExxonMobil,130578,2.2,Study Permit,OPT,IELTS,8.67
S37067,UK,UAE,Dubai,American University in Dubai,Data Science,Engineering,2019,No,Job Opportunities,2021,Placed,Apple,69651,3.73,Student Visa,Blue Card,IELTS,2.88
S37068,South Africa,Russia,Novosibirsk,Novosibirsk State University,Data Science,Social Sciences,2016,Yes,Higher Ranking,2020,Placed,Samsung,103854,2.09,J1,PSW,IELTS,1.5
S37069,UAE,India,Delhi,Jawaharlal Nehru University,Computer Science,Natural Sciences,2022,No,Higher Ranking,2024,Placed,Berkshire Hathaway,26179,3.35,J1,OPT,TOEFL,8.83
S37070,Germany,Ireland,Galway,National University of Ireland Galway,Political Science,Arts,2017,No,Quality of Life,2023,Placed,Toyota,93399,2.29,J1,PSW,PTE,2.72
S37071,Finland,Finland,Jyväskylä,University of Jyväskylä,Finance,Social Sciences,2017,No,Quality of Life,2019,Placed,ExxonMobil,93865,3.74,F1,Post-Study Visa,Duolingo,4.03
S37072,Ireland,South Africa,Johannesburg,University of the Witwatersrand,Biotechnology,Natural Sciences,2015,No,Job Opportunities,2021,Placed,Apple,101069,2.81,J1,Work Permit,TOEFL,6.66
S37073,Canada,South Africa,Cape Town,University of Cape Town,Civil Engineering,Business,2016,Yes,Political Stability,2021,Placed,Siemens,68516,2.01,Tier 4,Blue Card,PTE,6.47
S37074,India,Russia,Chelyabinsk,South Ural State University,Computer Science,Social Sciences,2021,No,Quality of Life,2024,Placed,Alphabet (Google),65215,3.98,Student Visa,Work Permit,Duolingo,3.35
S37075,India,UAE,Umm Al Quwain,British University in Dubai,Biotechnology,Medicine,2020,No,Quality of Life,2023,Placed,UnitedHealth Group,59988,3.27,J1,Work Permit,TOEFL,2.58
S37076,India,UK,Leeds,University of Leeds,Business Administration,Natural Sciences,2022,Yes,Higher Ranking,2027,Placed,Apple,61961,3.29,J1,Work Permit,IELTS,1.31
S37077,Finland,Germany,Hannover,Leibniz University Hannover,Mechanical Engineering,Law,2019,No,Quality of Life,2021,Placed,Nvidia,79821,3.04,F1,OPT,TOEFL,1.14
S37078,USA,India,Chennai,Indian Institute of Technology Madras,Electrical Engineering,Business,2022,No,Political Stability,2025,Placed,ExxonMobil,111240,2.23,Schengen Student Visa,Post-Study Visa,GRE,7.38
S37079,Russia,UAE,Fujairah,University of Fujairah,Medicine,Computer Science,2019,Yes,Quality of Life,2022,Placed,Meta Platforms (Facebook),62113,3.95,Study Permit,PSW,PTE,4.72
S37080,India,Finland,Jyväskylä,University of Jyväskylä,Political Science,Law,2019,No,Higher Ranking,2022,Placed,Coca-Cola,70509,2.17,Student Visa,OPT,IELTS,5.2
S37081,South Africa,UAE,Abu Dhabi,Khalifa University,Law,Natural Sciences,2019,Yes,Scholarship,2021,Placed,ExxonMobil,110136,2.78,Student Visa,Blue Card,Duolingo,4.0
S37082,UK,South Africa,Port Elizabeth,Nelson Mandela University,Business Administration,Medicine,2020,Yes,Political Stability,2023,Placed,Tesla,49740,2.93,Study Permit,PSW,TOEFL,9.74
S37083,India,India,Hyderabad,Osmania University,Economics,Law,2017,No,Quality of Life,2022,Placed,Walmart,34657,3.99,F1,OPT,Duolingo,9.29
S37084,Ireland,Russia,Moscow,Lomonosov Moscow State University,Economics,Engineering,2020,No,Job Opportunities,2022,Placed,Shell,77936,3.68,F1,Blue Card,PTE,5.21
S37085,South Africa,Germany,Munich,Ludwig Maximilian University of Munich,Data Science,Social Sciences,2014,Yes,Job Opportunities,2017,Placed,CVS Health,119961,3.97,Study Permit,OPT,PTE,8.05
S37086,Ireland,Ireland,Galway,National University of Ireland Galway,Economics,Medicine,2015,Yes,Quality of Life,2019,Placed,Amazon,46125,2.28,F1,Blue Card,IELTS,3.25
S37087,South Africa,Germany,Hannover,Leibniz University Hannover,Electrical Engineering,Social Sciences,2021,Yes,Higher Ranking,2026,Placed,Coca-Cola,100070,2.68,Schengen Student Visa,Work Permit,IELTS,1.63
S37088,USA,Germany,Hannover,Leibniz University Hannover,Biotechnology,Social Sciences,2016,No,Quality of Life,2020,Placed,Tesla,92706,3.1,Schengen Student Visa,OPT,IELTS,6.85
S37089,Finland,Ireland,Waterford,Waterford Institute of Technology,Medicine,Natural Sciences,2023,Yes,Political Stability,2029,Placed,Intel,126161,3.95,Schengen Student Visa,Work Permit,Duolingo,1.18
S37090,Russia,UK,Coventry,Coventry University,Political Science,Computer Science,2014,Yes,Quality of Life,2018,Placed,Alphabet (Google),69974,2.23,Student Visa,OPT,Duolingo,2.61
S37091,South Africa,USA,San Antonio,University of Texas at San Antonio,Economics,Engineering,2016,No,Scholarship,2021,Placed,Nvidia,127915,2.6,Tier 4,Work Permit,PTE,6.32
S37092,Ireland,UAE,Sharjah,American University of Sharjah,Biotechnology,Engineering,2015,No,Political Stability,2021,Placed,Intel,66277,3.34,Student Visa,OPT,IELTS,1.76
S37093,USA,Ireland,Dublin,Trinity College Dublin,Finance,Social Sciences,2021,No,Scholarship,2023,Placed,Nvidia,119830,3.28,Schengen Student Visa,Blue Card,IELTS,2.16
S37094,Finland,Canada,Quebec City,Université Laval,Design,Law,2022,No,Higher Ranking,2028,Placed,Goldman Sachs,133623,2.34,Student Visa,Post-Study Visa,IELTS,4.18
S37095,Finland,Russia,St. Petersburg,Saint Petersburg State University,Psychology,Social Sciences,2023,No,Job Opportunities,2028,Placed,Toyota,138741,3.91,Student Visa,PSW,TOEFL,2.34
S37096,Ireland,Ireland,Westport,National University of Ireland Galway,Law,Social Sciences,2014,Yes,Higher Ranking,2018,Placed,ExxonMobil,80640,2.98,F1,Post-Study Visa,Duolingo,4.82
S37097,Finland,Finland,Jyväskylä,University of Jyväskylä,Psychology,Computer Science,2016,Yes,Job Opportunities,2019,Placed,Walmart,50666,3.97,Schengen Student Visa,OPT,GRE,3.52
S37098,Ireland,USA,New York,Columbia University,Computer Science,Business,2017,No,Scholarship,2020,Placed,JPMorgan Chase,94430,2.66,Tier 4,PSW,Duolingo,9.54
S37099,UK,Germany,Cologne,University of Cologne,Computer Science,Computer Science,2023,No,Quality of Life,2027,Placed,Intel,100995,3.29,Schengen Student Visa,PSW,GRE,5.02
S37100,Ireland,Finland,Turku,Åbo Akademi University,Business Administration,Medicine,2019,Yes,Political Stability,2024,Placed,Coca-Cola,67647,3.21,F1,PSW,IELTS,9.5
S37101,UAE,Finland,Kuopio,University of Eastern Finland,Electrical Engineering,Medicine,2016,Yes,Job Opportunities,2018,Placed,Siemens,67857,2.65,Schengen Student Visa,OPT,GRE,3.51
S37102,Germany,USA,New York,New York University,Business Administration,Social Sciences,2016,No,Job Opportunities,2019,Placed,Goldman Sachs,74302,3.05,Study Permit,Post-Study Visa,PTE,4.72
S37103,Ireland,India,Mumbai,University of Mumbai,Design,Medicine,2017,Yes,Higher Ranking,2019,Placed,Saudi Aramco,96787,2.68,Tier 4,Post-Study Visa,IELTS,5.51
S37104,India,Russia,Moscow,Lomonosov Moscow State University,Business Administration,Natural Sciences,2018,Yes,Higher Ranking,2023,Placed,Saudi Aramco,56431,2.09,Student Visa,OPT,TOEFL,1.5
S37105,UAE,Canada,Montreal,Concordia University,Biotechnology,Law,2016,No,Job Opportunities,2018,Placed,Toyota,108617,2.76,J1,Post-Study Visa,Duolingo,6.89
S37106,Russia,South Africa,Nelspruit,University of Mpumalanga,Design,Medicine,2017,Yes,Job Opportunities,2023,Placed,Amazon,40248,2.47,J1,Blue Card,GRE,7.17
S37107,South Africa,Ireland,Galway,National University of Ireland Galway,Political Science,Arts,2014,Yes,Higher Ranking,2017,Placed,Coca-Cola,79002,3.16,Study Permit,OPT,PTE,3.11
S37108,UK,South Africa,Durban,University of KwaZulu-Natal,Civil Engineering,Computer Science,2014,No,Job Opportunities,2020,Placed,Saudi Aramco,101798,2.68,F1,OPT,GRE,1.09
S37109,Russia,USA,Philadelphia,University of Pennsylvania,Economics,Natural Sciences,2016,No,Job Opportunities,2022,Placed,CVS Health,32495,2.25,Study Permit,PSW,Duolingo,5.99
S37110,Finland,Canada,Montreal,McGill University,Civil Engineering,Computer Science,2014,Yes,Scholarship,2019,Placed,Meta Platforms (Facebook),65528,2.93,Study Permit,PSW,Duolingo,4.45
S37111,India,Finland,Tampere,Tampere University,Civil Engineering,Engineering,2016,Yes,Scholarship,2018,Placed,Nestle,53717,3.55,Study Permit,Post-Study Visa,IELTS,5.43
S37112,South Africa,Ireland,Galway,National University of Ireland Galway,Law,Engineering,2021,No,Job Opportunities,2027,Placed,ExxonMobil,60044,2.9,Schengen Student Visa,Work Permit,Duolingo,5.94
S37113,UK,South Africa,Bloemfontein,University of the Free State,Medicine,Law,2017,No,Scholarship,2022,Placed,Volkswagen,122593,3.35,Student Visa,Work Permit,TOEFL,8.31
S37114,Finland,USA,New York,Columbia University,Civil Engineering,Arts,2019,No,Job Opportunities,2023,Placed,Intel,102591,2.53,F1,PSW,TOEFL,6.81
S37115,Russia,Germany,Munich,Ludwig Maximilian University of Munich,Mechanical Engineering,Social Sciences,2023,Yes,Scholarship,2027,Placed,Nestle,147615,2.82,Student Visa,Work Permit,PTE,1.37
S37116,USA,India,Surat,Veer Narmad South Gujarat University,Biotechnology,Engineering,2020,No,Job Opportunities,2026,Placed,Apple,111576,2.09,Schengen Student Visa,Post-Study Visa,TOEFL,6.3
S37117,Canada,Germany,Bremen,University of Bremen,Electrical Engineering,Computer Science,2016,No,Political Stability,2022,Placed,UnitedHealth Group,31256,3.11,Student Visa,OPT,GRE,6.08
S37118,Canada,Finland,Tampere,Tampere University,Business Administration,Social Sciences,2020,No,Scholarship,2022,Placed,JPMorgan Chase,79074,3.34,Tier 4,PSW,Duolingo,5.11
S37119,USA,India,Lucknow,University of Lucknow,Design,Business,2021,No,Political Stability,2026,Placed,Shell,120336,2.56,F1,OPT,Duolingo,6.48
S37120,Finland,Ireland,Galway,National University of Ireland Galway,Business Administration,Natural Sciences,2014,Yes,Political Stability,2017,Placed,ExxonMobil,136902,2.39,Student Visa,Post-Study Visa,PTE,5.33
S37121,USA,Canada,Winnipeg,University of Winnipeg,Biotechnology,Medicine,2019,Yes,Scholarship,2024,Placed,Tesla,70285,2.17,Schengen Student Visa,Work Permit,Duolingo,1.14
S37122,Ireland,Finland,Tampere,Tampere University,Business Administration,Natural Sciences,2019,No,Job Opportunities,2021,Placed,Intel,59495,3.81,Study Permit,Blue Card,PTE,5.4
S37123,Canada,India,Ahmedabad,Indian Institute of Management Ahmedabad,Architecture,Arts,2015,No,Political Stability,2018,Placed,CVS Health,117269,3.56,Student Visa,Blue Card,TOEFL,8.42
S37124,Germany,Canada,Ottawa,Carleton University,Psychology,Engineering,2014,Yes,Political Stability,2016,Placed,Goldman Sachs,98342,3.75,J1,Blue Card,TOEFL,4.31
S37125,Canada,UK,Leeds,University of Leeds,Psychology,Computer Science,2018,No,Political Stability,2020,Placed,JPMorgan Chase,107671,3.82,Study Permit,Post-Study Visa,IELTS,6.02
S37126,UK,Ireland,Cork,University College Cork,Design,Business,2022,Yes,Political Stability,2026,Placed,Walmart,115987,3.9,F1,Blue Card,TOEFL,2.15
S37127,Russia,India,Ahmedabad,Gujarat University,Medicine,Arts,2020,Yes,Quality of Life,2025,Placed,CVS Health,36572,2.18,Study Permit,Blue Card,GRE,1.54
S37128,Germany,Germany,Bremen,University of Bremen,Biotechnology,Computer Science,2014,Yes,Quality of Life,2020,Placed,Microsoft,77787,3.56,Schengen Student Visa,Blue Card,TOEFL,2.3
S37129,Germany,South Africa,Durban,University of KwaZulu-Natal,Medicine,Medicine,2019,No,Job Opportunities,2025,Placed,Microsoft,130626,2.69,F1,Work Permit,PTE,2.39
S37130,Germany,South Africa,Nelspruit,University of Mpumalanga,Biotechnology,Computer Science,2021,Yes,Higher Ranking,2027,Placed,CVS Health,65810,2.16,Schengen Student Visa,Blue Card,PTE,9.69
S37131,Finland,Canada,Winnipeg,University of Winnipeg,Medicine,Business,2014,No,Political Stability,2018,Placed,Coca-Cola,84449,2.82,Schengen Student Visa,PSW,TOEFL,3.05
S37132,South Africa,USA,Chicago,Northwestern University,Design,Business,2014,Yes,Higher Ranking,2019,Placed,CVS Health,79834,3.33,J1,Post-Study Visa,GRE,7.87
S37133,UAE,South Africa,Durban,University of KwaZulu-Natal,Civil Engineering,Engineering,2020,Yes,Quality of Life,2026,Placed,Toyota,139900,2.39,F1,OPT,GRE,6.59
S37134,Germany,USA,San Antonio,University of Texas at San Antonio,Political Science,Computer Science,2016,Yes,Quality of Life,2021,Placed,Volkswagen,37317,2.22,F1,PSW,Duolingo,7.11
S37135,South Africa,Russia,St. Petersburg,Saint Petersburg State University,Finance,Law,2020,No,Job Opportunities,2023,Placed,Shell,47962,3.21,Schengen Student Visa,Post-Study Visa,GRE,6.32
S37136,USA,South Africa,Nelspruit,University of Mpumalanga,Design,Social Sciences,2022,Yes,Job Opportunities,2026,Placed,Alphabet (Google),143673,3.33,Tier 4,PSW,TOEFL,3.94
S37137,India,Russia,Moscow,Bauman Moscow State Technical University,Political Science,Medicine,2021,Yes,Job Opportunities,2026,Placed,Samsung,91678,3.98,Study Permit,Blue Card,TOEFL,5.71
S37138,Canada,USA,San Antonio,University of Texas at San Antonio,Civil Engineering,Computer Science,2021,Yes,Scholarship,2027,Placed,JPMorgan Chase,51783,2.07,Schengen Student Visa,Blue Card,PTE,5.85
S37139,UK,Germany,Hannover,Leibniz University Hannover,Mechanical Engineering,Social Sciences,2018,No,Higher Ranking,2020,Placed,Shell,122030,3.63,Tier 4,Post-Study Visa,Duolingo,1.02
S37140,UAE,Finland,Turku,University of Turku,Economics,Natural Sciences,2017,Yes,Quality of Life,2020,Placed,Goldman Sachs,100399,2.78,F1,OPT,GRE,5.17
S37141,Finland,South Africa,Durban,University of KwaZulu-Natal,Economics,Computer Science,2022,Yes,Political Stability,2026,Placed,Saudi Aramco,146151,3.66,Tier 4,Work Permit,Duolingo,3.47
S37142,UK,Germany,Cologne,University of Cologne,Electrical Engineering,Natural Sciences,2023,Yes,Scholarship,2025,Placed,Goldman Sachs,142109,2.7,J1,PSW,IELTS,7.57
S37143,UAE,Russia,Yekaterinburg,Ural Federal University,Mechanical Engineering,Law,2022,Yes,Higher Ranking,2025,Placed,CVS Health,140392,2.95,Schengen Student Visa,Post-Study Visa,IELTS,9.92
S37144,UK,India,Delhi,Jawaharlal Nehru University,Computer Science,Natural Sciences,2019,No,Job Opportunities,2024,Placed,Intel,42119,3.79,Student Visa,Post-Study Visa,TOEFL,4.12
S37145,Germany,Canada,Ottawa,Carleton University,Medicine,Business,2021,Yes,Higher Ranking,2023,Placed,Meta Platforms (Facebook),138323,3.86,F1,Post-Study Visa,GRE,1.4
S37146,Canada,UK,Leicester,University of Leicester,Design,Natural Sciences,2018,No,Higher Ranking,2020,Placed,ExxonMobil,70339,2.57,Tier 4,OPT,GRE,1.43
S37147,Finland,UAE,Dubai,University of Dubai,Medicine,Social Sciences,2022,No,Job Opportunities,2026,Placed,Siemens,136254,2.4,F1,Blue Card,GRE,7.01
S37148,UK,UK,Glasgow,University of Glasgow,Business Administration,Computer Science,2016,No,Job Opportunities,2021,Placed,Volkswagen,37849,3.53,Schengen Student Visa,Work Permit,TOEFL,5.13
S37149,Ireland,UK,London,Imperial College London,Biotechnology,Natural Sciences,2022,Yes,Scholarship,2025,Placed,Alphabet (Google),129394,2.28,Schengen Student Visa,Work Permit,PTE,4.52
S37150,Finland,Ireland,Waterford,Waterford Institute of Technology,Finance,Law,2021,Yes,Higher Ranking,2027,Placed,Amazon,51538,2.51,Tier 4,Blue Card,TOEFL,5.71
S37151,USA,South Africa,Port Elizabeth,Nelson Mandela University,Architecture,Law,2019,Yes,Higher Ranking,2022,Placed,Microsoft,110629,3.78,Schengen Student Visa,Blue Card,GRE,9.55
S37152,Germany,Finland,Jyväskylä,University of Jyväskylä,Electrical Engineering,Engineering,2023,Yes,Higher Ranking,2025,Placed,Siemens,140190,3.23,J1,PSW,PTE,1.37
S37153,Canada,Finland,Jyväskylä,University of Jyväskylä,Civil Engineering,Medicine,2018,No,Scholarship,2023,Placed,JPMorgan Chase,111820,3.03,Student Visa,Post-Study Visa,GRE,3.13
S37154,UAE,India,Pune,Symbiosis International University,Economics,Law,2023,Yes,Quality of Life,2027,Placed,Amazon,38780,3.88,Schengen Student Visa,PSW,Duolingo,3.8
S37155,Germany,South Africa,Bloemfontein,University of the Free State,Psychology,Engineering,2020,No,Political Stability,2022,Placed,JPMorgan Chase,145989,2.72,Study Permit,OPT,GRE,5.41
S37156,India,UK,Liverpool,University of Liverpool,Mechanical Engineering,Social Sciences,2019,No,Scholarship,2021,Placed,Goldman Sachs,38615,2.87,F1,Post-Study Visa,PTE,1.44
S37157,Germany,USA,Phoenix,Arizona State University,Civil Engineering,Arts,2020,No,Quality of Life,2022,Placed,Nvidia,111572,2.08,Schengen Student Visa,OPT,PTE,5.04
S37158,Germany,Canada,Montreal,McGill University,Law,Business,2018,Yes,Scholarship,2024,Placed,Amazon,121367,3.33,Study Permit,OPT,TOEFL,6.67
S37159,Finland,South Africa,Nelspruit,University of Mpumalanga,Law,Medicine,2015,Yes,Quality of Life,2021,Placed,Microsoft,65196,3.83,Study Permit,Post-Study Visa,PTE,9.28
S37160,Russia,Finland,Tampere,Tampere University,Computer Science,Law,2017,Yes,Scholarship,2023,Placed,Meta Platforms (Facebook),104929,3.57,Study Permit,PSW,IELTS,2.7
S37161,Canada,Germany,Nuremberg,Friedrich-Alexander-Universität Erlangen-Nürnberg,Electrical Engineering,Social Sciences,2018,Yes,Scholarship,2023,Placed,UnitedHealth Group,118735,2.36,J1,Post-Study Visa,GRE,6.27
S37162,USA,Canada,Edmonton,MacEwan University,Civil Engineering,Law,2018,Yes,Quality of Life,2024,Placed,Amazon,144817,2.35,J1,PSW,TOEFL,2.5
S37163,India,India,Ahmedabad,Indian Institute of Management Ahmedabad,Biotechnology,Social Sciences,2018,Yes,Higher Ranking,2020,Placed,Goldman Sachs,44025,3.77,Student Visa,Work Permit,TOEFL,4.73
S37164,Canada,Finland,Oulu,University of Oulu,Business Administration,Law,2023,No,Quality of Life,2028,Placed,Toyota,25163,3.81,J1,Post-Study Visa,GRE,3.09
S37165,Ireland,South Africa,Bloemfontein,University of the Free State,Civil Engineering,Social Sciences,2017,No,Higher Ranking,2022,Placed,Toyota,124438,2.81,Schengen Student Visa,Work Permit,PTE,6.29
S37166,Germany,Finland,Tampere,Tampere University,Computer Science,Natural Sciences,2022,Yes,Quality of Life,2027,Placed,CVS Health,30549,3.28,J1,PSW,GRE,5.76
S37167,South Africa,Finland,Tampere,Tampere University,Psychology,Medicine,2021,No,Quality of Life,2023,Placed,Tesla,113613,2.98,J1,PSW,GRE,3.29
S37168,Finland,Finland,Oulu,University of Oulu,Computer Science,Social Sciences,2017,No,Job Opportunities,2022,Placed,Siemens,74174,2.3,J1,Work Permit,PTE,1.29
S37169,Canada,UAE,Umm Al Quwain,British University in Dubai,Business Administration,Law,2018,No,Scholarship,2023,Placed,CVS Health,142127,3.74,Study Permit,Post-Study Visa,TOEFL,7.12
S37170,Germany,UK,Birmingham,University of Birmingham,Medicine,Medicine,2017,Yes,Higher Ranking,2021,Placed,Nvidia,51744,3.9,Tier 4,Post-Study Visa,GRE,2.0
S37171,Finland,UK,Manchester,University of Manchester,Architecture,Medicine,2020,No,Job Opportunities,2023,Placed,Saudi Aramco,130636,2.62,Student Visa,Work Permit,IELTS,3.37
S37172,Russia,Russia,Chelyabinsk,South Ural State University,Electrical Engineering,Natural Sciences,2015,No,Higher Ranking,2017,Placed,Amazon,32739,3.49,Student Visa,OPT,PTE,9.51
S37173,Russia,Finland,Helsinki,Aalto University,Computer Science,Natural Sciences,2020,No,Political Stability,2025,Placed,ExxonMobil,89537,2.12,Study Permit,PSW,PTE,5.9
S37174,Finland,Canada,Calgary,University of Calgary,Economics,Computer Science,2016,No,Higher Ranking,2021,Placed,Shell,55432,2.09,Student Visa,Post-Study Visa,GRE,9.68
S37175,Ireland,UK,Manchester,University of Manchester,Biotechnology,Social Sciences,2018,No,Quality of Life,2023,Placed,Goldman Sachs,42966,2.99,Study Permit,Post-Study Visa,PTE,2.35
S37176,UK,USA,Chicago,Northwestern University,Business Administration,Law,2015,No,Job Opportunities,2018,Placed,Saudi Aramco,107013,2.26,Study Permit,Work Permit,Duolingo,8.97
S37177,Canada,Canada,Calgary,University of Calgary,Data Science,Medicine,2016,No,Political Stability,2018,Placed,Saudi Aramco,56782,2.55,Tier 4,Post-Study Visa,IELTS,3.69
S37178,Germany,South Africa,Cape Town,Cape Peninsula University of Technology,Design,Law,2019,No,Political Stability,2025,Placed,Nvidia,72168,2.88,Tier 4,PSW,PTE,3.62
S37179,South Africa,Canada,Calgary,University of Calgary,Computer Science,Medicine,2016,Yes,Scholarship,2022,Placed,ExxonMobil,143776,3.14,Schengen Student Visa,Work Permit,GRE,3.26
S37180,Finland,Russia,Kazan,Kazan Federal University,Medicine,Natural Sciences,2019,Yes,Job Opportunities,2024,Placed,Microsoft,148975,2.27,Schengen Student Visa,Work Permit,GRE,5.68
S37181,Canada,Germany,Hannover,Leibniz University Hannover,Psychology,Arts,2019,No,Quality of Life,2021,Placed,Samsung,107237,3.59,Study Permit,Work Permit,TOEFL,7.08
S37182,India,USA,San Antonio,University of Texas at San Antonio,Biotechnology,Law,2022,No,Political Stability,2024,Placed,Shell,145447,3.2,Student Visa,OPT,GRE,4.39
S37183,UAE,USA,Phoenix,Arizona State University,Computer Science,Engineering,2017,Yes,Higher Ranking,2019,Placed,Samsung,45147,2.88,Tier 4,PSW,PTE,5.78
S37184,Canada,UK,Coventry,University of Warwick,Medicine,Social Sciences,2019,Yes,Higher Ranking,2022,Placed,Coca-Cola,145688,3.6,F1,Post-Study Visa,GRE,9.21
S37185,South Africa,India,Bangalore,Indian Institute of Science,Electrical Engineering,Business,2022,No,Job Opportunities,2027,Placed,Saudi Aramco,32051,2.65,Schengen Student Visa,PSW,Duolingo,5.96
S37186,Germany,USA,Washington,Georgetown University,Business Administration,Social Sciences,2015,No,Higher Ranking,2017,Placed,Berkshire Hathaway,47288,2.92,J1,Blue Card,IELTS,7.23
S37187,Ireland,India,Jaipur,Jaipur National University,Political Science,Social Sciences,2023,Yes,Political Stability,2025,Placed,Nestle,114815,2.91,F1,Work Permit,PTE,7.83
S37188,Ireland,USA,Washington,The George Washington University,Political Science,Medicine,2019,Yes,Quality of Life,2022,Placed,Intel,74060,2.77,Student Visa,Work Permit,GRE,7.45
S37189,Ireland,India,Pune,Symbiosis International University,Political Science,Computer Science,2016,No,Political Stability,2021,Placed,Siemens,145069,2.13,Tier 4,Work Permit,PTE,1.88
S37190,India,Canada,Winnipeg,University of Manitoba,Finance,Computer Science,2021,Yes,Quality of Life,2024,Placed,Toyota,26677,3.53,Student Visa,Work Permit,PTE,2.86
S37191,India,UK,Coventry,Coventry University,Electrical Engineering,Arts,2015,No,Political Stability,2017,Placed,Saudi Aramco,124745,2.92,F1,Blue Card,TOEFL,7.27
S37192,UK,USA,San Diego,University of California San Diego,Computer Science,Natural Sciences,2021,No,Scholarship,2025,Placed,Amazon,88532,2.57,Student Visa,Post-Study Visa,PTE,6.05
S37193,Ireland,Germany,Düsseldorf,Heinrich Heine University Düsseldorf,Design,Law,2019,No,Political Stability,2022,Placed,JPMorgan Chase,41655,3.64,Tier 4,Work Permit,Duolingo,8.55
S37194,India,UAE,Sharjah,American University of Sharjah,Psychology,Engineering,2019,No,Job Opportunities,2025,Placed,Alphabet (Google),62218,3.63,Student Visa,PSW,IELTS,6.57
S37195,Germany,UK,Bristol,University of Bristol,Medicine,Law,2016,No,Quality of Life,2022,Placed,Goldman Sachs,89703,3.01,J1,OPT,Duolingo,4.99
S37196,UAE,USA,Washington,The George Washington University,Political Science,Natural Sciences,2015,No,Political Stability,2018,Placed,Nestle,80175,3.5,Schengen Student Visa,PSW,GRE,9.51
